ts_ms,best_bid,best_ask,bid_size,ask_size
1765665131443,90048.3000000000,90048.4000000000,4.759000,1.359000
1765665131603,90048.3000000000,90048.4000000000,4.759000,1.349000
1765665131612,90048.3000000000,90048.4000000000,4.759000,1.360000
1765665131703,90048.3000000000,90048.4000000000,4.759000,1.424000
1765665131752,90048.3000000000,90048.4000000000,4.749000,1.360000
1765665131904,90048.3000000000,90048.4000000000,4.760000,1.360000
1765665132043,90048.3000000000,90048.4000000000,4.760000,0.988000
1765665132072,90048.3000000000,90048.4000000000,2.562000,1.535000
1765665132083,90048.3000000000,90048.4000000000,4.760000,1.471000
1765665132212,90048.3000000000,90048.4000000000,3.488000,5.864000
1765665132222,90048.3000000000,90048.4000000000,1.918000,4.513000
1765665132232,90048.3000000000,90048.4000000000,3.844000,3.804000
1765665132242,90048.3000000000,90048.4000000000,6.042000,3.804000
1765665132252,90048.3000000000,90048.4000000000,6.042000,3.042000
1765665132262,90048.3000000000,90048.4000000000,6.042000,0.974000
1765665132282,90048.3000000000,90048.4000000000,6.052000,0.974000
1765665132292,90048.3000000000,90048.4000000000,3.854000,0.988000
1765665132322,90048.3000000000,90048.4000000000,6.052000,0.974000
1765665132333,90048.3000000000,90048.4000000000,3.854000,0.974000
1765665132343,90048.3000000000,90048.4000000000,3.854000,0.988000
1765665132392,90048.3000000000,90048.4000000000,6.052000,0.988000
1765665132402,90048.3000000000,90048.4000000000,6.052000,0.974000
1765665132612,90048.3000000000,90048.4000000000,6.101000,0.974000
1765665132753,90048.3000000000,90048.4000000000,6.101000,0.988000
1765665132813,90048.3000000000,90048.4000000000,6.163000,0.988000
1765665132842,90048.3000000000,90048.4000000000,6.163000,1.360000
1765665132902,90048.3000000000,90048.4000000000,6.153000,1.360000
1765665132952,90048.3000000000,90048.4000000000,6.153000,0.988000
1765665133022,90048.3000000000,90048.4000000000,6.164000,0.988000
1765665133142,90048.3000000000,90048.4000000000,6.153000,0.988000
1765665133382,90048.3000000000,90048.4000000000,6.153000,1.032000
1765665133392,90048.3000000000,90048.4000000000,6.153000,0.988000
1765665133403,90048.3000000000,90048.4000000000,6.164000,0.988000
1765665133912,90048.3000000000,90048.4000000000,6.164000,1.032000
1765665134073,90048.3000000000,90048.4000000000,6.153000,1.032000
1765665134192,90048.3000000000,90048.4000000000,6.163000,1.032000
1765665134592,90048.3000000000,90048.4000000000,6.163000,0.988000
1765665134752,90048.3000000000,90048.4000000000,6.153000,0.988000
1765665134892,90048.3000000000,90048.4000000000,6.164000,0.988000
1765665134913,90048.3000000000,90048.4000000000,6.153000,0.988000
1765665134983,90048.3000000000,90048.4000000000,6.153000,1.163000
1765665134993,90048.3000000000,90048.4000000000,6.153000,1.535000
1765665135092,90048.3000000000,90048.4000000000,6.163000,1.535000
1765665135172,90048.3000000000,90048.4000000000,6.163000,1.232000
1765665135204,90048.3000000000,90048.4000000000,6.162000,1.232000
1765665135212,90048.3000000000,90048.4000000000,6.162000,1.168000
1765665135252,90048.3000000000,90048.4000000000,6.162000,1.453000
1765665135283,90048.3000000000,90048.4000000000,6.163000,1.453000
1765665135482,90048.3000000000,90048.4000000000,6.163000,0.970000
1765665135622,90048.3000000000,90048.4000000000,6.163000,0.959000
1765665135633,90048.3000000000,90048.4000000000,6.163000,0.971000
1765665135783,90048.3000000000,90048.4000000000,6.153000,0.971000
1765665135904,90048.3000000000,90048.4000000000,6.163000,0.971000
1765665135952,90048.3000000000,90048.4000000000,6.153000,0.971000
1765665136213,90048.3000000000,90048.4000000000,6.163000,0.971000
1765665136223,90048.3000000000,90048.4000000000,6.163000,0.957000
1765665136233,90048.3000000000,90048.4000000000,6.163000,0.971000
1765665136442,90048.3000000000,90048.4000000000,6.163000,0.957000
1765665136532,90048.3000000000,90048.4000000000,6.163000,1.387000
1765665136662,90048.3000000000,90048.4000000000,6.163000,1.343000
